＜魚類＞あゆ　養殖　内臓　焼き　　　,0.4,52.3,15.2,0,0,(0),558,100,グラム,0,0
＜魚類＞あゆ　うるか　　　,1.8,13.1,11.4,0,0,(0),171,100,グラム,0,0
＜魚類＞アラスカめぬけ　生　　　,0.1,3.4,17.2,0,0,(0),105,100,グラム,0,0
＜魚類＞あんこう　生　　　,0.3,0.2,13.0,0,0,(0),58,100,グラム,0,0
＜魚類＞あんこう　きも　生　　　,2.2,41.9,10.0,0,0,(0),445,100,グラム,0,0
＜魚類＞いかなご　生　　　,0.1,5.5,17.2,0,0,(0),125,100,グラム,0,0
＜魚類＞いかなご　煮干し　　　,1.5,6.1,43.1,0,0,(0),245,100,グラム,0,0
＜魚類＞いかなご　つくだ煮　　　,30.7,4.6,29.4,0,0,(0),282,100,グラム,0,0
＜魚類＞いかなご　あめ煮　　　,35.8,3.7,25.6,0,0,(0),279,100,グラム,0,0
＜魚類＞いさき　生　　　,0.1,5.7,17.2,0,0,(0),127,100,グラム,0,0
＜魚類＞いしだい　生　　　,Tr,7.8,19.5,0,0,(0),156,100,グラム,0,0
＜魚類＞いとよりだい　生　　　,0.1,1.7,18.1,0,0,(0),93,100,グラム,0,0
＜魚類＞いとよりだい　すり身　,5.1,0.4,16.7,0,0,(0),91,100,グラム,0,0
＜魚類＞いぼだい　生　　　,Tr,8.5,16.4,0,0,(0),149,100,グラム,0,0
＜魚類＞（いわし類）　うるめいわし　生　　,0.3,4.8,21.3,0,0,(0),136,100,グラム,0,0
＜魚類＞（いわし類）　うるめいわし　丸干し　　,0.3,5.1,45.0,0,0,(0),239,100,グラム,0,0
＜魚類＞（いわし類）　かたくちいわし　生　　,0.3,12.1,18.2,0,0,(0),192,100,グラム,0,0
＜魚類＞（いわし類）　かたくちいわし　煮干し　　,0.3,6.2,64.5,0,0,(0),332,100,グラム,0,0
＜魚類＞（いわし類）　かたくちいわし　田作り　　,0.3,5.7,66.6,0,0,(0),336,100,グラム,0,0
＜魚類＞（いわし類）　まいわし　生　　,0.2,9.2,19.2,0,0,(0),169,100,グラム,0,0
＜魚類＞（いわし類）　まいわし　水煮　　,0.2,8.7,22.4,0,0,(0),178,100,グラム,0,0
＜魚類＞（いわし類）　まいわし　焼き　　,0.2,9.4,25.3,0,0,(0),196,100,グラム,0,0
＜魚類＞（いわし類）　まいわし　フライ　　,10.7,30.3,20.0,0,0,-,396,100,グラム,0,0
＜魚類＞（いわし類）　まいわし　塩いわし　　,0.4,9.6,16.8,0,0,(0),163,100,グラム,0,0
＜魚類＞（いわし類）　まいわし　生干し　　,1.1,16.0,20.6,0,0,(0),242,100,グラム,0,0
＜魚類＞（いわし類）　まいわし　丸干し　　,0.7,5.5,32.8,0,0,(0),193,100,グラム,0,0
＜魚類＞（いわし類）　めざし　生　　,0.5,18.9,18.2,0,0,(0),257,100,グラム,0,0
＜魚類＞（いわし類）　めざし　焼き　　,0.7,15.0,23.7,0,0,(0),244,100,グラム,0,0
＜魚類＞（いわし類）　しらす　生　　　,0.1,1.3,15.0,0,0,(0),76,100,グラム,0,0
＜魚類＞（いわし類）　しらす干し　微乾燥品　　,0.2,1.6,23.1,0,0,(0),113,100,グラム,0,0
＜魚類＞（いわし類）　しらす干し　半乾燥品　　,0.5,3.5,40.5,0,0,(0),206,100,グラム,0,0
＜魚類＞（いわし類）　たたみいわし　　　,0.7,5.6,75.1,0,0,(0),372,100,グラム,0,0
＜魚類＞（いわし類）　みりん干し　かたくちいわし　　,25.0,7.0,44.3,0,0,(0),340,100,グラム,0,0
＜魚類＞（いわし類）　みりん干し　まいわし　　,16.3,15.7,31.4,0,0,(0),332,100,グラム,0,0
＜魚類＞（いわし類）　缶詰　水煮　　,0.1,10.6,20.7,0,0,(0),188,100,グラム,0,0
＜魚類＞（いわし類）　缶詰　味付け　　,5.7,11.9,20.4,0,0,(0),212,100,グラム,0,0
＜魚類＞（いわし類）　缶詰　トマト漬　　,1.3,10.8,17.5,0,0,(0),172,100,グラム,0,0
＜魚類＞（いわし類）　缶詰　油漬　　,0.3,30.7,20.3,0,0,(0),359,100,グラム,0,0
＜魚類＞（いわし類）　缶詰　かば焼　　,9.3,15.6,16.2,0,0,(0),242,100,グラム,0,0
＜魚類＞（いわし類）　缶詰　アンチョビ　　,0.1,6.8,24.2,0,0,(0),158,100,グラム,0,0
＜魚類＞いわな　養殖　生　　　,0.1,3.6,19.0,0,0,(0),114,100,グラム,0,0
＜魚類＞うぐい　生　　　,0.2,1.5,20.1,0,0,(0),100,100,グラム,0,0
＜魚類＞うなぎ　養殖　生　　　,0.3,19.3,17.1,0,0,(0),255,100,グラム,0,0
＜魚類＞うなぎ　きも　生　　　,3.5,5.3,13.0,0,0,(0),118,100,グラム,0,0
＜魚類＞うなぎ　白焼き　　　,0.1,25.8,20.7,0,0,(0),331,100,グラム,0,0
＜魚類＞うなぎ　かば焼　　　,3.1,21.0,23.0,0,0,(0),293,100,グラム,0,0
＜魚類＞うまづらはぎ　生　　　,Tr,0.3,18.2,0,0,(0),80,100,グラム,0,0
＜魚類＞うまづらはぎ　味付け開き干し　　　,10.4,1.6,58.9,0,0,(0),292,100,グラム,0,0
＜魚類＞えい　生　　　,0.1,0.3,19.1,0,0,(0),84,100,グラム,0,0
＜魚類＞えそ　生　　　,0.1,0.8,20.1,0,0,(0),93,100,グラム,0,0
＜魚類＞おいかわ　生　　　,0.1,5.8,19.2,0,0,(0),136,100,グラム,0,0
＜魚類＞おおさが　生　　　,0.1,8.0,16.3,0,0,(0),144,100,グラム,0,0
＜魚類＞おこぜ　生　　　,0.2,0.2,19.6,0,0,(0),85,100,グラム,0,0
＜魚類＞おひょう　生　　　,0.1,1.7,19.9,0,0,(0),100,100,グラム,0,0
＜魚類＞かさご　生　　　,0.1,0.3,19.3,0,0,(0),85,100,グラム,0,0
＜魚類＞かじか　生　　　,0.2,5.0,15.0,0,0,(0),111,100,グラム,0,0
＜魚類＞かじか　水煮　　　,0.2,5.8,15.8,0,0,(0),122,100,グラム,0,0
＜魚類＞かじか　つくだ煮　　　,33.8,5.5,29.4,0,0,(0),302,100,グラム,0,0
＜魚類＞（かじき類）　くろかじき　生　　,0.1,0.2,22.9,0,0,(0),99,100,グラム,0,0
＜魚類＞（かじき類）　まかじき　生　　,0.1,1.8,23.1,0,0,(0),115,100,グラム,0,0
＜魚類＞（かじき類）　めかじき　生　　,0.1,7.6,19.2,0,0,(0),153,100,グラム,0,0
＜魚類＞（かじき類）　めかじき　焼き　　,0,11.1,27.5,0,0,(0),220,100,グラム,0,0
＜魚類＞（かつお類）　かつお　春獲り　生　　,0.1,0.5,25.8,0,0,(0),114,100,グラム,0,0
＜魚類＞（かつお類）　かつお　秋獲り　生　　,0.2,6.2,25.0,0,0,(0),165,100,グラム,0,0
＜魚類＞（かつお類）　そうだがつお　生　　,0.3,2.8,25.7,0,0,(0),136,100,グラム,0,0
＜魚類＞（かつお類）　加工品　なまり　　,0.4,0.7,29.8,0,0,(0),134,100,グラム,0,0
＜魚類＞（かつお類）　加工品　なまり節　　,0.5,1.1,38.0,0,0,(0),173,100,グラム,0,0
＜魚類＞（かつお類）　加工品　かつお節　　,0.8,2.9,77.1,0,0,(0),356,100,グラム,0,0
＜魚類＞（かつお類）　加工品　削り節　　,0.4,3.2,75.7,0,0,(0),351,100,グラム,0,0
＜魚類＞（かつお類）　加工品　削り節つくだ煮　　,32.3,3.3,19.5,0,0,(0),237,100,グラム,0,0
＜魚類＞（かつお類）　加工品　角煮　　,21.4,1.6,31.0,0,0,(0),224,100,グラム,0,0
＜魚類＞（かつお類）　加工品　塩辛　　,Tr,1.5,12.0,0,0,(0),62,100,グラム,0,0
＜魚類＞（かつお類）　缶詰　味付け　フレーク　　,10.7,2.7,18.4,0,0,(0),141,100,グラム,0,0
＜魚類＞（かつお類）　缶詰　油漬　フレーク　　,0.1,24.2,18.8,0,0,(0),293,100,グラム,0,0
＜魚類＞かます　生　　　,0.1,7.2,18.9,0,0,(0),148,100,グラム,0,0
＜魚類＞かます　焼き　　　,0.1,4.9,23.3,0,0,(0),145,100,グラム,0,0
＜魚類＞（かれい類）　まがれい　生　　,0.1,1.3,19.6,0,0,(0),95,100,グラム,0,0
＜魚類＞（かれい類）　まがれい　水煮　　,0.1,1.7,21.4,0,0,(0),107,100,グラム,0,0
＜魚類＞（かれい類）　まがれい　焼き　　,0.1,1.2,23.4,0,0,(0),110,100,グラム,0,0
＜魚類＞（かれい類）　まこがれい　生　　,0.1,1.8,18.0,0,0,(0),93,100,グラム,0,0
＜魚類＞（かれい類）　まこがれい　焼き　　,0.2,2.8,28.5,0,0,(0),147,100,グラム,0,0
＜魚類＞（かれい類）　子持ちがれい　生　　,0.1,6.2,19.9,0,0,(0),143,100,グラム,0,0
＜魚類＞（かれい類）　子持ちがれい　水煮　　,0.1,7.2,22.3,0,0,(0),162,100,グラム,0,0
＜魚類＞（かれい類）　干しかれい　　　,Tr,3.4,20.2,0,0,(0),117,100,グラム,0,0
＜魚類＞かわはぎ　生　　　,Tr,0.1,18.8,0,0,(0),80,100,グラム,0,0
＜魚類＞かんぱち　生　　　,0.1,4.2,21.0,0,0,(0),129,100,グラム,0,0
＜魚類＞きす　生　　　,0,0.2,18.5,0,0,(0),80,100,グラム,0,0
＜魚類＞きす　天ぷら　　　,7.8,15.2,18.4,0,0,0.7,241,100,グラム,0,0
＜魚類＞きちじ　生　　　,Tr,21.7,13.6,0,0,(0),262,100,グラム,0,0
＜魚類＞きびなご　生　　　,0.1,1.4,18.8,0,0,(0),93,100,グラム,0,0
＜魚類＞きびなご　調味干し　　　,0.5,7.4,47.9,0,0,(0),274,100,グラム,0,0
＜魚類＞キャビア　塩蔵品　　　,1.1,17.1,26.2,0,0,(0),263,100,グラム,0,0
＜魚類＞キングクリップ　生　　　,Tr,0.1,18.2,0,0,(0),78,100,グラム,0,0
＜魚類＞ぎんだら　生　　　,Tr,18.6,13.6,0,0,(0),232,100,グラム,0,0
＜魚類＞ぎんだら　水煮　　　,0,23.8,14.9,0,0,(0),287,100,グラム,0,0
＜魚類＞きんめだい　生　　　,0.1,9.0,17.8,0,0,(0),160,100,グラム,0,0
＜魚類＞ぐち　生　　　,Tr,0.8,18.0,0,0,(0),83,100,グラム,0,0
＜魚類＞ぐち　焼き　　　,Tr,0.8,23.4,0,0,(0),106,100,グラム,0,0
＜魚類＞こい　養殖　生　　　,0.2,10.2,17.7,0,0,(0),171,100,グラム,0,0
＜魚類＞こい　養殖　水煮　　　,0.2,13.4,19.2,0,0,(0),208,100,グラム,0,0
＜魚類＞こい　養殖　内臓　生　　　,1.3,25.9,9.0,0,0,(0),287,100,グラム,0,0
＜魚類＞（こち類）　まごち　生　　,0.2,0.5,22.5,0,0,(0),100,100,グラム,0,0
＜魚類＞（こち類）　めごち　生　　,0.1,0.1,17.5,0,0,(0),75,100,グラム,0,0
＜魚類＞このしろ　生　　　,0.4,8.3,19.0,0,0,(0),160,100,グラム,0,0
＜魚類＞このしろ　甘酢漬　　　,6.4,10.1,19.1,0,0,(0),193,100,グラム,0,0
＜魚類＞（さけ・ます類）　からふとます　生　　,0.1,6.6,21.7,0,0,(0),154,100,グラム,0,0
＜魚類＞（さけ・ます類）　からふとます　焼き　　,0.1,7.7,28.1,0,0,(0),191,100,グラム,0,0
＜魚類＞（さけ・ます類）　からふとます　塩ます　　,0.6,7.4,20.9,0,0,(0),160,100,グラム,0,0
＜魚類＞（さけ・ます類）　からふとます　水煮缶詰　　,0.1,7.2,20.7,0,0,(0),156,100,グラム,0,0
＜魚類＞（さけ・ます類）　ぎんざけ　養殖　生　　,0.3,12.8,19.6,0,0,(0),204,100,グラム,0,0
＜魚類＞（さけ・ます類）　ぎんざけ　養殖　焼き　　,0.4,15.8,25.2,0,0,(0),257,100,グラム,0,0
＜魚類＞（さけ・ます類）　さくらます　生　　,0.1,7.7,20.9,0,0,(0),161,100,グラム,0,0
＜魚類＞（さけ・ます類）　さくらます　焼き　　,0.1,12.0,28.4,0,0,(0),233,100,グラム,0,0
＜魚類＞（さけ・ます類）　しろさけ　生　　,0.1,4.1,22.3,0,0,(0),133,100,グラム,0,0
＜魚類＞（さけ・ます類）　しろさけ　水煮　　,0.1,4.7,25.5,0,0,(0),152,100,グラム,0,0
＜魚類＞（さけ・ます類）　しろさけ　焼き　　,0.1,5.1,29.1,0,0,(0),171,100,グラム,0,0
＜魚類＞（さけ・ます類）　しろさけ　新巻き　生　　,0.1,6.1,22.8,0,0,(0),154,100,グラム,0,0
＜魚類＞（さけ・ます類）　しろさけ　新巻き　焼き　　,0.1,7.9,29.3,0,0,(0),198,100,グラム,0,0
＜魚類＞（さけ・ます類）　しろさけ　塩ざけ　　,0.1,11.1,22.4,0,0,(0),199,100,グラム,0,0
＜魚類＞（さけ・ます類）　しろさけ　イクラ　　,0.2,15.6,32.6,0,0,(0),272,100,グラム,0,0
＜魚類＞（さけ・ます類）　しろさけ　すじこ　　,0.9,17.4,30.5,0,0,(0),282,100,グラム,0,0
＜魚類＞（さけ・ます類）　しろさけ　めふん　　,0.4,0.9,16.9,0,0,(0),77,100,グラム,0,0
＜魚類＞（さけ・ます類）　しろさけ　水煮缶詰　　,0.1,8.5,21.2,0,0,(0),170,100,グラム,0,0
＜魚類＞（さけ・ます類）　たいせいようさけ　養殖　生　　,0.1,16.1,20.1,0,0,(0),237,100,グラム,0,0
＜魚類＞（さけ・ます類）　たいせいようさけ　養殖　焼き　　,0.1,20.0,25.1,0,0,(0),295,100,グラム,0,0
＜魚類＞（さけ・ます類）　にじます　海面養殖　皮つき、生　　,0.1,14.2,21.4,0,0,(0),224,100,グラム,0,0
＜魚類＞（さけ・ます類）　にじます　海面養殖　皮なし、刺身　　,0.2,10.8,20.5,0,0,(0),189,100,グラム,0,0
＜魚類＞（さけ・ます類）　にじます　海面養殖　皮つき、焼き　　,0.4,15.8,27.2,0,0,(0),266,100,グラム,0,0
＜魚類＞（さけ・ます類）　にじます　淡水養殖　皮つき、生　　,0.1,4.6,19.7,0,0,(0),127,100,グラム,0,0
＜魚類＞（さけ・ます類）　べにざけ　生　　,0.1,4.5,22.5,0,0,(0),138,100,グラム,0,0
＜魚類＞（さけ・ます類）　べにざけ　焼き　　,0.1,6.0,28.5,0,0,(0),177,100,グラム,0,0
＜魚類＞（さけ・ます類）　べにざけ　くん製　　,0.1,5.5,25.7,0,0,(0),161,100,グラム,0,0
＜魚類＞（さけ・ます類）　ますのすけ　生　　,Tr,12.5,19.5,0,0,(0),200,100,グラム,0,0
＜魚類＞（さけ・ます類）　ますのすけ　焼き　　,Tr,16.7,26.4,0,0,(0),269,100,グラム,0,0
＜魚類＞（さば類）　まさば　生　　,0.3,16.8,20.6,0,0,(0),247,100,グラム,0,0
＜魚類＞（さば類）　まさば　水煮　　,0.3,22.6,22.6,0,0,(0),309,100,グラム,0,0
＜魚類＞（さば類）　まさば　焼き　　,0.4,22.4,25.2,0,0,(0),318,100,グラム,0,0
＜魚類＞（さば類）　まさば　フライ　　,6.5,25.1,20.0,0,0,-,332,100,グラム,0,0
＜魚類＞（さば類）　ごまさば　生　　,0.3,5.1,23.0,0,0,(0),146,100,グラム,0,0
＜魚類＞（さば類）　ごまさば　水煮　　,0.2,5.2,24.8,0,0,(0),155,100,グラム,0,0
＜魚類＞（さば類）　ごまさば　焼き　　,0.3,6.6,31.1,0,0,(0),195,100,グラム,0,0
＜魚類＞（さば類）　ごまさば　さば節　　,Tr,5.1,73.9,0,0,(0),360,100,グラム,0,0
＜魚類＞（さば類）　たいせいようさば　生　　,0.4,26.8,17.2,0,0,(0),326,100,グラム,0,0
＜魚類＞（さば類）　たいせいようさば　水煮　　,0.4,28.5,18.6,0,0,(0),348,100,グラム,0,0
＜魚類＞（さば類）　たいせいようさば　焼き　　,0.5,29.3,21.8,0,0,(0),370,100,グラム,0,0
＜魚類＞（さば類）　加工品　塩さば　　,0.1,19.1,26.2,0,0,(0),291,100,グラム,0,0
＜魚類＞（さば類）　加工品　開き干し　　,0.2,28.5,18.7,0,0,(0),348,100,グラム,0,0
＜魚類＞（さば類）　加工品　しめさば　　,1.7,26.9,18.6,0,0,(0),339,100,グラム,0,0
＜魚類＞（さば類）　缶詰　水煮　　,0.2,10.7,20.9,0,0,(0),190,100,グラム,0,0
＜魚類＞（さば類）　缶詰　みそ煮　　,6.6,13.9,16.3,0,0,(0),217,100,グラム,0,0
＜魚類＞（さば類）　缶詰　味付け　　,4.0,12.6,21.4,0,0,(0),215,100,グラム,0,0
＜魚類＞（さめ類）　あぶらつのざめ　生　　,Tr,9.4,16.8,0,0,(0),159,100,グラム,0,0
＜魚類＞（さめ類）　よしきりざめ　生　　,Tr,0.6,18.9,0,0,(0),85,100,グラム,0,0
＜魚類＞（さめ類）　ふかひれ　　　,Tr,1.6,83.9,0,0,(0),342,100,グラム,0,0
＜魚類＞さより　生　　　,Tr,1.3,19.6,0,0,(0),95,100,グラム,0,0
＜魚類＞さわら　生　　　,0.1,9.7,20.1,0,0,(0),177,100,グラム,0,0
＜魚類＞さわら　焼き　　　,0.1,10.8,23.6,0,0,(0),202,100,グラム,0,0
＜魚類＞さんま　皮つき、生　　　,0.1,23.6,17.6,0,0,(0),297,100,グラム,0,0
＜魚類＞さんま　皮なし、刺身　　　,0.2,28.0,16.9,0,0,(0),335,100,グラム,0,0
＜魚類＞さんま　皮つき、焼き　　　,0.2,17.9,23.9,0,0,(0),270,100,グラム,0,0
＜魚類＞さんま　開き干し　　　,0.1,19.0,19.3,0,0,(0),261,100,グラム,0,0
＜魚類＞さんま　みりん干し　　　,20.4,25.8,23.9,0,0,(0),409,100,グラム,0,0
＜魚類＞さんま　缶詰　味付け　　,5.6,18.9,18.9,0,0,(0),268,100,グラム,0,0
＜魚類＞さんま　缶詰　かば焼　　,9.7,13.0,17.4,0,0,(0),225,100,グラム,0,0
＜魚類＞しいら　生　　　,Tr,1.9,21.3,0,0,(0),108,100,グラム,0,0
＜魚類＞（ししゃも類）　ししゃも　生干し　生　　,0.2,8.1,21.0,0,0,(0),166,100,グラム,0,0
＜魚類＞（ししゃも類）　ししゃも　生干し　焼き　　,0.2,7.8,24.3,0,0,(0),177,100,グラム,0,0
＜魚類＞（ししゃも類）　からふとししゃも　生干し　生　　,0.5,11.6,15.6,0,0,(0),177,100,グラム,0,0
＜魚類＞（ししゃも類）　からふとししゃも　生干し　焼き　　,0.6,11.3,18.2,0,0,(0),186,100,グラム,0,0
＜魚類＞したびらめ　生　　　,Tr,1.6,19.2,0,0,(0),96,100,グラム,0,0
＜魚類＞しまあじ　養殖　生　　　,0.1,8.0,21.9,0,0,(0),168,100,グラム,0,0
＜魚類＞しらうお　生　　　,0.1,2.0,13.6,0,0,(0),77,100,グラム,0,0
＜魚類＞シルバー　生　　　,Tr,7.9,18.6,0,0,(0),153,100,グラム,0,0
＜魚類＞すずき　生　　　,Tr,4.2,19.8,0,0,(0),123,100,グラム,0,0
＜魚類＞（たい類）　きだい　生　　,0.2,3.1,18.6,0,0,(0),108,100,グラム,0,0
＜魚類＞（たい類）　くろだい　生　　,0.3,6.7,20.4,0,0,(0),150,100,グラム,0,0
＜魚類＞（たい類）　ちだい　生　　,0.1,2.4,19.4,0,0,(0),105,100,グラム,0,0
＜魚類＞（たい類）　まだい　天然　生　　,0.1,5.8,20.6,0,0,(0),142,100,グラム,0,0
＜魚類＞（たい類）　まだい　養殖　皮つき　生　　,0.1,9.4,20.9,0,0,(0),177,100,グラム,0,0
＜魚類＞（たい類）　まだい　養殖　皮なし　刺身　　,0.2,5.9,21.2,0,0,(0),146,100,グラム,0,0
＜魚類＞（たい類）　まだい　養殖　皮つき　水煮　　,0.1,11.9,22.2,0,0,(0),206,100,グラム,0,0
＜魚類＞（たい類）　まだい　養殖　皮つき　焼き　　,0.1,12.0,22.7,0,0,(0),210,100,グラム,0,0
＜魚類＞たかさご　生　　　,0.1,1.5,20.2,0,0,(0),100,100,グラム,0,0
＜魚類＞たかべ　生　　　,Tr,9.0,18.7,0,0,(0),164,100,グラム,0,0
＜魚類＞たちうお　生　　　,Tr,20.9,16.5,0,0,(0),266,100,グラム,0,0
＜魚類＞（たら類）　すけとうだら　生　　,0,0.3,17.4,0,0,(0),76,100,グラム,0,0
＜魚類＞（たら類）　すけとうだら　フライ　　,5.7,11.9,19.2,0,0,-,207,100,グラム,0,0
＜魚類＞（たら類）　すけとうだら　すり身　　,6.6,0.2,17.5,0,0,(0),98,100,グラム,0,0
＜魚類＞（たら類）　すけとうだら　すきみだら　　,0.1,0.3,40.5,0,0,(0),174,100,グラム,0,0
＜魚類＞（たら類）　すけとうだら　たらこ　生　,0.4,4.7,24.0,0,0,(0),140,100,グラム,0,0
＜魚類＞（たら類）　すけとうだら　たらこ　焼き　,0.5,6.1,28.3,0,0,(0),170,100,グラム,0,0
＜魚類＞（たら類）　すけとうだら　からしめんたいこ　　,3.0,3.3,21.0,0,0,(0),126,100,グラム,0,0
＜魚類＞（たら類）　まだら　生　　,0.1,0.2,17.6,0,0,(0),77,100,グラム,0,0
＜魚類＞（たら類）　まだら　焼き　　,0.2,0.2,25.2,0,0,(0),109,100,グラム,0,0
＜魚類＞（たら類）　まだら　しらこ　生　　,0.2,0.8,13.4,0,0,(0),62,100,グラム,0,0
＜魚類＞（たら類）　まだら　塩だら　　,Tr,0.1,15.2,0,0,(0),65,100,グラム,0,0
＜魚類＞（たら類）　まだら　干しだら　　,0.1,0.8,73.2,0,0,(0),317,100,グラム,0,0
＜魚類＞（たら類）　まだら　でんぶ　　,41.5,1.1,25.5,0,0,(0),278,100,グラム,0,0
＜魚類＞ちか　生　　　,Tr,0.6,19.5,0,0,(0),88,100,グラム,0,0
＜魚類＞どじょう　生　　　,Tr,1.2,16.1,0,0,(0),79,100,グラム,0,0
＜魚類＞どじょう　水煮　　　,Tr,1.2,17.1,0,0,(0),83,100,グラム,0,0
＜魚類＞とびうお　生　　　,0.1,0.7,21.0,0,0,(0),96,100,グラム,0,0
＜魚類＞ナイルティラピア　生　　　,0.2,5.3,19.8,0,0,(0),134,100,グラム,0,0
＜魚類＞なまず　生　　　,Tr,8.6,18.4,0,0,(0),159,100,グラム,0,0
＜魚類＞にぎす　生　　　,0.1,1.2,18.7,0,0,(0),91,100,グラム,0,0
＜魚類＞にしん　生　　　,0.1,15.1,17.4,0,0,(0),216,100,グラム,0,0
＜魚類＞にしん　身欠きにしん　　　,0.2,16.7,20.9,0,0,(0),246,100,グラム,0,0
＜魚類＞にしん　開き干し　　　,0.2,19.7,18.5,0,0,(0),264,100,グラム,0,0
＜魚類＞にしん　くん製　　　,Tr,22.1,23.1,0,0,(0),305,100,グラム,0,0
＜魚類＞にしん　かずのこ　生　　,0.2,6.7,25.2,0,0,(0),162,100,グラム,0,0
＜魚類＞にしん　かずのこ　乾　　,0.5,13.6,65.2,0,0,(0),385,100,グラム,0,0
＜魚類＞にしん　かずのこ　塩蔵　水戻し　　,0.6,3.0,15.0,0,0,(0),89,100,グラム,0,0
＜魚類＞はぜ　生　　　,0.1,0.2,19.1,0,0,(0),83,100,グラム,0,0
＜魚類＞はぜ　つくだ煮　　　,39.9,3.0,24.3,0,0,(0),284,100,グラム,0,0
＜魚類＞はぜ　甘露煮　　　,40.3,2.2,21.1,0,0,(0),265,100,グラム,0,0
＜魚類＞はたはた　生　　　,Tr,5.7,14.1,0,0,(0),113,100,グラム,0,0
＜魚類＞はたはた　生干し　　　,Tr,10.3,16.7,0,0,(0),167,100,グラム,0,0
＜魚類＞はまふえふき　生　　　,0.1,0.3,20.5,0,0,(0),90,100,グラム,0,0
＜魚類＞はも　生　　　,Tr,5.3,22.3,0,0,(0),144,100,グラム,0,0
＜魚類＞ひらまさ　生　　　,0.1,4.9,22.6,0,0,(0),142,100,グラム,0,0
＜魚類＞ひらめ　天然　生　　　,Tr,2.0,20.0,0,0,(0),103,100,グラム,0,0
＜魚類＞ひらめ　養殖　皮つき　生　　　,Tr,3.7,21.6,0,0,(0),126,100,グラム,0,0
