＜畜肉類＞いのしし　肉　脂身つき　生　　　,1 ,20 ,19 ,1 ,0,0,268,100,グラム,0,0
＜畜肉類＞いのぶた　肉　脂身つき　生　　　,0 ,24 ,18 ,0 ,0,0,304,100,グラム,0,0
＜畜肉類＞うさぎ　肉　赤肉　生　　　,Tr,6 ,21 ,Tr,0,0,146,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　かた　脂身つき　生　,0 ,22 ,18 ,0 ,0,0,286,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　かた　皮下脂肪なし　生　,0 ,20 ,18 ,0 ,0,0,265,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　かた　赤肉　生　,0 ,12 ,20 ,0 ,0,0,201,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　かた　脂身　生　,0 ,78 ,4 ,0 ,0,0,751,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　かたロース　脂身つき　生　,0 ,37 ,14 ,0 ,0,0,411,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　かたロース　皮下脂肪なし　生　,0 ,37 ,14 ,0 ,0,0,403,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　かたロース　赤肉　生　,0 ,26 ,17 ,0 ,0,0,316,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　リブロース　脂身つき　生　,0 ,57 ,10 ,0 ,0,0,573,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　リブロース　脂身つき　焼き　,0 ,57 ,15 ,0 ,0,0,597,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　リブロース　脂身つき　ゆで　,0 ,58 ,13 ,0 ,0,0,601,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　リブロース　皮下脂肪なし　生　,0 ,54 ,10 ,0 ,0,0,556,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　リブロース　赤肉　生　,0 ,40,14,0 ,0,0,436,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　リブロース　脂身　生　,0,78.0,4 ,0,0,0,752,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　サーロイン　脂身つき　生　,0 ,48 ,12 ,0 ,0,0,498,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　サーロイン　皮下脂肪なし　生　,0 ,43 ,13 ,0 ,0,0,456,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　サーロイン　赤肉　生　,0 ,26 ,17 ,0 ,0,0,317,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　ばら　脂身つき　生　,0 ,50.0,11.0,0 ,0,0,517,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　もも　脂身つき　生　,1 ,19 ,19 ,1 ,0,0,259,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　もも　皮下脂肪なし　生　,1 ,16 ,20 ,1 ,0,0,233,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　もも　皮下脂肪なし　焼き　,1 ,23 ,28 ,1 ,0,0,333,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　もも　皮下脂肪なし　ゆで　,0 ,23 ,26 ,0 ,0,0,328,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　もも　赤肉　生　,1 ,11 ,21 ,1 ,0,0,193,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　もも　脂身　生　,0,75 ,4 ,0,0,0,728,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　そともも　脂身つき　生　,1 ,20.0,18 ,1 ,0,0,265,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　そともも　皮下脂肪なし　生　,1 ,17 ,19 ,1 ,0,0,237,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　そともも　赤肉　生　,1 ,9 ,21 ,1 ,0,0,172,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　ランプ　脂身つき　生　,0 ,30 ,15 ,0 ,0,0,347,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　ランプ　皮下脂肪なし　生　,0 ,26 ,16.0,0 ,0,0,318,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　ランプ　赤肉　生　,1 ,14 ,19 ,1 ,0,0,211,100,グラム,0,0
＜畜肉類＞うし　［和牛肉］　ヒレ　赤肉　生　,0 ,15.0,19 ,0 ,0,0,223,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　かた　脂身つき　生　,0 ,20 ,17 ,0 ,0,0,257,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生　,0 ,15 ,18 ,0 ,0,0,217,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　かた　赤肉　生　,1 ,6 ,20 ,1 ,0,0,143,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　かた　脂身　生　,0,73 ,5 ,0,0,0,709,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　かたロース　脂身つき　生　,0 ,26 ,16 ,0 ,0,0,318,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生　,0 ,25 ,17 ,0 ,0,0,308,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　かたロース　赤肉　生　,0 ,14 ,19 ,0 ,0,0,212,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　リブロース　脂身つき　生　,0 ,37 ,14 ,0 ,0,0,409,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き　,0 ,45.0,20 ,0 ,0,0,511,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで　,0 ,43.0,17 ,0 ,0,0,478,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生　,0 ,33 ,15.0,0 ,0,0,378,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　リブロース　赤肉　生　,0 ,18 ,19 ,0 ,0,0,248,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　リブロース　脂身　生　,0,81 ,4 ,0,0,0,773,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　サーロイン　脂身つき　生　,0 ,28 ,17 ,0 ,0,0,334,100,グラム,0,0
＜畜肉類＞うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生　,1 ,20 ,18 ,1 ,0,0,270,100,グラム,0,0
