あひる卵　ピータン　　　,0,16.5,13.7,0,0,(0),214,100,グラム,0,0
うこっけい卵　全卵　生　　　,0.4,13.0,12.0,0,0,(0),176,100,グラム,0,0
うずら卵　全卵　生　　　,0.3,13.1,12.6,0,0,(0),179,100,グラム,0,0
うずら卵　水煮缶詰　　　,0.6,14.1,11.0,0,0,(0),182,100,グラム,0,0
鶏卵　全卵　生　,0.3,10.3,12.3,0,0,(0),151,100,グラム,0,0
鶏卵　全卵　ゆで　,0.3,10.0,12.9,0,0,(0),151,100,グラム,0,0
鶏卵　全卵　ポーチドエッグ　,0.2,11.7,12.3,0,0,(0),164,100,グラム,0,0
鶏卵　全卵　水煮缶詰　,Tr,10.6,10.8,0,0,(0),146,100,グラム,0,0
鶏卵　全卵　加糖全卵　,20.7,10.6,9.8,0,0,(0),217,100,グラム,0,0
鶏卵　全卵　乾燥全卵　,0.2,42.0,49.1,0,0,(0),608,100,グラム,0,0
鶏卵　卵黄　生　,0.1,33.5,16.5,0,0,(0),387,100,グラム,0,0
鶏卵　卵黄　ゆで　,0.2,33.3,16.7,0,0,(0),386,100,グラム,0,0
鶏卵　卵黄　加糖卵黄　,20.7,23.9,12.1,0,0,(0),346,100,グラム,0,0
鶏卵　卵黄　乾燥卵黄　,0.2,62.9,30.3,0,0,(0),724,100,グラム,0,0
鶏卵　卵白　生　,0.4,Tr,10.5,0,0,(0),47,100,グラム,0,0
鶏卵　卵白　ゆで　,0.4,0.1,11.3,0,0,(0),50,100,グラム,0,0
鶏卵　卵白　乾燥卵白　,0.2,0.4,86.5,0,0,(0),378,100,グラム,0,0
鶏卵　たまご豆腐　　,2.0,5.0,6.4,0,0,(0),79,100,グラム,0,0
鶏卵　たまご焼　厚焼きたまご　,6.4,9.1,10.8,0,0,(0),151,100,グラム,0,0
鶏卵　たまご焼　だし巻きたまご　,0.5,9.0,11.2,0,0,(0),128,100,グラム,0,0
