あけび　果肉　生　　　,22,0.1,0.5,0,0,1.1,82,100,グラム,0,0
あけび　果皮　生　　　,8.6,0.3,0.3,0,0,3.1,34,100,グラム,0,0
アセロラ　酸味種　生　　　,9,0.1,0.7,0,0,1.9,36,100,グラム,0,0
アセロラ　甘味種　生　　　,9,0.1,0.7,0,0,1.9,36,100,グラム,0,0
アセロラ　10 %果汁入り飲料　　,10.5,0,0.1,0,0,0.2,42,100,グラム,0,0
アテモヤ　生　　　,19.4,0.4,1.8,0,0,3.3,79,100,グラム,0,0
アボカド　生　　　,6.2,18.7,2.5,0,0,5.3,187,100,グラム,0,0
あんず　生　　　,8.5,0.3,1,0,0,1.6,36,100,グラム,0,0
あんず　乾　　　,70.4,0.4,9.2,0,0,9.8,288,100,グラム,0,0
あんず　缶詰　　　,18.9,0.4,0.5,0,0,0.8,81,100,グラム,0,0
あんず　ジャム　高糖度　　,64.9,0.1,0.3,0,0,0.7,262,100,グラム,0,0
あんず　ジャム　低糖度　　,50.5,0.1,0.4,0,0,1.2,205,100,グラム,0,0
いちご　生　　　,8.5,0.1,0.9,0,0,1.4,34,100,グラム,0,0
いちご　ジャム　高糖度　　,63.3,0.1,0.4,0,0,1.3,256,100,グラム,0,0
いちご　ジャム　低糖度　　,48.4,0.1,0.5,0,0,1.1,197,100,グラム,0,0
いちご　乾　　　,82.8,0.2,0.5,0,0,3,302,100,グラム,0,0
いちじく　生　　　,14.3,0.1,0.6,0,0,1.9,54,100,グラム,0,0
いちじく　乾　　　,75.3,1.1,3,0,0,10.7,291,100,グラム,0,0
いちじく　缶詰　　　,19.4,0.1,0.5,0,0,1.2,81,100,グラム,0,0
うめ　生　　　,7.9,0.5,0.7,0,0,2.5,28,100,グラム,0,0
うめ　梅漬　塩漬　　,6.7,0.4,0.7,0,0,2.7,24,100,グラム,0,0
うめ　梅漬　調味漬　　,10.5,0.5,1.5,0,0,3.4,53,100,グラム,0,0
うめ　梅干し　塩漬　　,10.5,0.2,0.9,0,0,3.6,33,100,グラム,0,0
うめ　梅干し　調味漬　　,21.1,0.6,1.5,0,0,2.5,96,100,グラム,0,0
うめ　梅びしお　　　,48.1,0.5,0.7,0,0,1.3,200,100,グラム,0,0
うめ　20 %果汁入り飲料　　　,12.3,Tr,Tr,0,0,0.1,49,100,グラム,0,0
オリーブ　塩漬　グリーンオリーブ　　,4.5,15,1,0,0,3.3,145,100,グラム,0,0
オリーブ　塩漬　ブラックオリーブ　　,3.4,12.3,0.8,0,0,2.5,118,100,グラム,0,0
オリーブ　塩漬　スタッフドオリーブ　　,4.2,14.3,0.8,0,0,3.7,137,100,グラム,0,0
かき　甘がき　生　　　,15.9,0.2,0.4,0,0,1.6,60,100,グラム,0,0
かき　渋抜きがき　生　　　,16.9,0.1,0.5,0,0,2.8,63,100,グラム,0,0
かき　干しがき　　　,71.3,1.7,1.5,0,0,14,276,100,グラム,0,0
かりん　生　　　,18.3,0.1,0.4,0,0,8.9,68,100,グラム,0,0
（かんきつ類）　いよかん　砂じょう　生　　,11.8,0.1,0.9,0,0,1.1,46,100,グラム,0,0
（かんきつ類）　うんしゅうみかん　じょうのう　早生　生　,11.9,0.1,0.5,0,0,0.7,45,100,グラム,0,0
（かんきつ類）　うんしゅうみかん　じょうのう　普通　生　,12,0.1,0.7,0,0,1,46,100,グラム,0,0
（かんきつ類）　うんしゅうみかん　砂じょう　早生　生　,11.3,0.1,0.5,0,0,0.4,43,100,グラム,0,0
（かんきつ類）　うんしゅうみかん　砂じょう　普通　生　,11.5,0.1,0.7,0,0,0.4,45,100,グラム,0,0
（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース　,10.6,0.1,0.5,0,0,0,41,100,グラム,0,0
（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース　,9.9,0.1,0.5,0,0,0,38,100,グラム,0,0
（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース　,13,Tr,0.2,0,0,Tr,47,100,グラム,0,0
（かんきつ類）　うんしゅうみかん　果実飲料　50 %果汁入り飲料　,14.7,Tr,0.2,0,0,0.1,60,100,グラム,0,0
（かんきつ類）　うんしゅうみかん　果実飲料　20 %果汁入り飲料　,12.4,Tr,0.1,0,0,0,50,100,グラム,0,0
（かんきつ類）　うんしゅうみかん　缶詰　果肉　,15.3,0.1,0.5,0,0,0.5,64,100,グラム,0,0
（かんきつ類）　うんしゅうみかん　缶詰　液汁　,15.3,0.1,0.3,0,0,0,63,100,グラム,0,0
（かんきつ類）　オレンジ　ネーブル　砂じょう　生　,11.8,0.1,0.9,0,0,1,46,100,グラム,0,0
（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生　,9.8,0.1,1,0,0,0.8,39,100,グラム,0,0
（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース　,11,Tr,0.8,0,0,0.3,42,100,グラム,0,0
（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース　,10.7,0.1,0.7,0,0,0.2,42,100,グラム,0,0
（かんきつ類）　オレンジ　バレンシア　果実飲料　50 %果汁入り飲料　,10.8,0.2,0.4,0,0,0.1,47,100,グラム,0,0
（かんきつ類）　オレンジ　バレンシア　果実飲料　30 %果汁入り飲料　,10,Tr,0.2,0,0,Tr,41,100,グラム,0,0
（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度　,63.2,0.1,0.2,0,0,0.7,255,100,グラム,0,0
（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度　,47.7,0.1,0.3,0,0,1.3,193,100,グラム,0,0
（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生　,9.8,0.1,1,0,0,0.8,39,100,グラム,0,0
（かんきつ類）　オロブランコ　砂じょう　生　　,10.1,0.1,0.8,0,0,0.9,40,100,グラム,0,0
（かんきつ類）　かぼす　果汁　生　　,8.5,0.1,0.4,0,0,0.1,25,100,グラム,0,0
（かんきつ類）　かわちばんかん　砂じょう　生　　,8.8,0.2,0.7,0,0,0.6,35,100,グラム,0,0
（かんきつ類）　きよみ　砂じょう　生　　,10.3,0.2,0.8,0,0,0.6,41,100,グラム,0,0
（かんきつ類）　きんかん　全果　生　　,17.5,0.7,0.5,0,0,4.6,71,100,グラム,0,0
（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生　,9.6,0.1,0.9,0,0,0.6,38,100,グラム,0,0
（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生　,9.6,0.1,0.9,0,0,0.6,38,100,グラム,0,0
（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース　,10.3,0.1,0.6,0,0,0.1,40,100,グラム,0,0
